"","X","FIPS","ERS00","OUT10","AccessDesert.Sector.2001","AccessDesert.Sector.2002","AccessDesert.Sector.2003","AccessDesert.Sector.2004","AccessDesert.Sector.2005","AccessDesert.Sector.2006","AccessDesert.Sector.2007","AccessDesert.Sector.2008","AccessDesert.Sector.2009","AccessDesert.Sector.2010","AccessDesert.Sector.2011","AccessDesert.Sector.2012","AccessDesert.Sector.2013","AccessDesert.Sector.2014","AccessDesert.Sector.2015","AccessDesert.Sector.2016","AccessDesert.Sector.2017","AccessDesert.Sector.2018","AccessDesert.Sector.2019","AccessDesert.Sector.2000to2009","AccessDesert.Sector.2000to2009.Any","AccessDesert.Sector.2000to2009.Majority","AccessDesert.Sector.2000to2009.All","AccessDesert.Sector.2010to2019","AccessDesert.Sector.2010to2019.Any","AccessDesert.Sector.2010to2019.Majority","AccessDesert.Sector.2010to2019.All","AccessDesert.Sector.2000to2019","AccessDesert.Sector.2000to2019.Any","AccessDesert.Sector.2000to2019.Majority","AccessDesert.Sector.2000to2019.All","AccessDesert.Carnegie.2001","AccessDesert.Carnegie.2002","AccessDesert.Carnegie.2003","AccessDesert.Carnegie.2004","AccessDesert.Carnegie.2005","AccessDesert.Carnegie.2006","AccessDesert.Carnegie.2007","AccessDesert.Carnegie.2008","AccessDesert.Carnegie.2009","AccessDesert.Carnegie.2010","AccessDesert.Carnegie.2011","AccessDesert.Carnegie.2012","AccessDesert.Carnegie.2013","AccessDesert.Carnegie.2014","AccessDesert.Carnegie.2015","AccessDesert.Carnegie.2016","AccessDesert.Carnegie.2017","AccessDesert.Carnegie.2018","AccessDesert.Carnegie.2019","AccessDesert.Carnegie.2000to2009","AccessDesert.Carnegie.2000to2009.Any","AccessDesert.Carnegie.2000to2009.Majority","AccessDesert.Carnegie.2000to2009.All","AccessDesert.Carnegie.2010to2019","AccessDesert.Carnegie.2010to2019.Any","AccessDesert.Carnegie.2010to2019.Majority","AccessDesert.Carnegie.2010to2019.All","AccessDesert.Carnegie.2000to2019","AccessDesert.Carnegie.2000to2019.Any","AccessDesert.Carnegie.2000to2019.Majority","AccessDesert.Carnegie.2000to2019.All"
"2370",2370,"48103",97,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2371",2371,"48105",606,550,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,9,1,1,1,3,1,0,0,12,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,9,1,1,1,3,1,0,0,12,1,1,0
"2372",2372,"48107",270,549,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"2373",2373,"48109",481,540,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,9,1,1,1,3,1,0,0,12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,9,1,1,1,3,1,0,0,12,1,1,0
"2374",2374,"48111",37,555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2375",2375,"48113",42,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2376",2376,"48115",541,536,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,4,1,0,0,13,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,4,1,0,0,13,1,1,0
"2377",2377,"48117",585,395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2378",2378,"48119",42,556,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"2379",2379,"48121",447,463,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,6,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,6,1,0,0
"2380",2380,"48123",149,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2381",2381,"48125",627,557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2382",2382,"48127",506,558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2383",2383,"48129",634,548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2384",2384,"48131",99,542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2385",2385,"48133",632,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2386",2386,"48135",97,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2387",2387,"48137",483,558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2388",2388,"48139",42,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2389",2389,"48141",288,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2390",2390,"48143",534,553,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,5,1,0,0
"2391",2391,"48145",283,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2392",2392,"48147",433,460,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,1,1,0,0,7,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,6,1,0,0
"2393",2393,"48149",588,533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2394",2394,"48151",86,536,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,4,1,0,0,13,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,9,1,1,1,4,1,0,0,13,1,1,0
"2395",2395,"48153",419,541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2396",2396,"48155",453,559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2397",2397,"48157",9,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2398",2398,"48159",286,546,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0
"2399",2399,"48161",485,526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2400",2400,"48163",557,560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2401",2401,"48165",533,398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2402",2402,"48167",9,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2403",2403,"48169",270,549,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"2404",2404,"48171",569,561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2405",2405,"48173",333,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2406",2406,"48175",149,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2407",2407,"48177",690,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2408",2408,"48179",273,552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2409",2409,"48181",433,460,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,1,1,0,0,7,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,6,1,0,0
"2410",2410,"48183",163,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2411",2411,"48185",160,539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2412",2412,"48187",69,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2413",2413,"48189",419,541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2414",2414,"48191",634,548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2415",2415,"48193",534,553,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,5,1,0,0
"2416",2416,"48195",512,531,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0
"2417",2417,"48197",453,559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2418",2418,"48199",118,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2419",2419,"48201",9,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2420",2420,"48203",163,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2421",2421,"48205",37,555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2422",2422,"48207",490,545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2423",2423,"48209",27,534,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,7,1,1,0,5,1,1,0,12,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,7,1,1,0,5,1,1,0,12,1,1,0
"2424",2424,"48211",273,552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2425",2425,"48213",475,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2426",2426,"48215",291,542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2427",2427,"48217",283,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2428",2428,"48219",270,549,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"2429",2429,"48221",102,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2430",2430,"48223",286,556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2431",2431,"48225",475,528,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,7,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,7,1,1,0,7,1,0,0
"2432",2432,"48227",333,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2433",2433,"48229",288,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2434",2434,"48231",42,556,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"2435",2435,"48233",7,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2436",2436,"48235",193,550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,3,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,3,1,0,0,4,1,0,0
"2437",2437,"48237",608,554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2438",2438,"48239",149,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2439",2439,"48241",118,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2440",2440,"48243",481,540,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,9,1,1,1,3,1,0,0,12,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,9,1,1,1,3,1,0,0,12,1,1,0
"2441",2441,"48245",118,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2442",2442,"48247",538,560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2443",2443,"48249",99,542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2444",2444,"48251",102,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2445",2445,"48253",86,545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2446",2446,"48255",226,529,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0
"2447",2447,"48257",42,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2448",2448,"48259",69,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2449",2449,"48261",99,542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2450",2450,"48263",644,565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2451",2451,"48265",569,561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2452",2452,"48267",569,561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2453",2453,"48269",299,554,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2454",2454,"48271",392,566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2455",2455,"48273",99,542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2456",2456,"48275",490,545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2457",2457,"48277",386,556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2458",2458,"48279",405,395,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"2459",2459,"48281",35,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2460",2460,"48283",557,560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"2461",2461,"48285",149,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
